id,year,issue_d,final_d,emp_length_int,home_ownership,home_ownership_cat,income_category,annual_inc,income_cat,loan_amount,term,term_cat,application_type,application_type_cat,purpose,purpose_cat,interest_payments,interest_payment_cat,loan_condition,loan_condition_cat,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,region,profitability,risk_flag,income_to_loan_ratio,year_wise_default_rate_indicator
8637252,2013,01-11-2013,20-10-4670,6,MORTGAGE,3,Low,61000,1,16000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,9.67,B,2,24.49,13356.46,11080.82,0,513.8,leinster,-2643.54,1,3.8125000000000000,0.14
8987027,2013,01-11-2013,20-10-4670,3,OWN,2,Low,87000,1,35000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,16.2,C,3,15.1,30848.08,22464.13,0,1233.96,Northern-Irl,-4151.92,1,2.4857142857142857,0.14
696188,2011,01-03-2011,03-03-4698,10,OWN,2,Low,78996,1,10000, 36 months,1,INDIVIDUAL,1,OTHER,4,Low,1,BAD LOAN,1,11.11,B,2,22.8,4330.01,2440.08,1069.21,327.91,leinster,-5669.99,0,7.8996000000000000,0.15
7495191,2013,01-10-2013,20-10-4670,3,RENT,1,Low,75000,1,17450, 36 months,1,INDIVIDUAL,1,OTHER,4,High,2,GOOD LOAN,0,19.2,D,4,4.41,17318.34,12113.47,0,641.42,cannught,-131.66,1,4.2979942693409742,0.14
6645140,2013,01-08-2013,19-12-4971,0.5,RENT,1,Low,60000,1,14000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,BAD LOAN,1,18.25,D,4,22.57,9379.96,5296.33,1256.74,507.9,ulster,-4620.04,0,4.2857142857142857,0.14
4215561,2013,01-04-2013,20-10-4670,9,MORTGAGE,3,Medium,101637,2,17500, 60 months,2,INDIVIDUAL,1,OTHER,4,High,2,GOOD LOAN,0,23.63,F,6,12.41,16477.47,7108.76,0,499.69,cannught,-1022.53,1,5.8078285714285714,0.14
6717559,2013,01-08-2013,20-10-4670,5,RENT,1,Low,40000,1,16950, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,10.64,B,2,11.76,16003.52,13215.17,0,552.04,ulster,-946.48,1,2.3598820058997050,0.14
281813,2008,01-03-2008,19-07-4725,3,RENT,1,Low,46000,1,5500, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,High,2,GOOD LOAN,0,15.45,E,5,21.23,6905.81,5500,0,191.88,ulster,1405.81,1,8.3636363636363636,0.19
3806467,2013,01-04-2013,20-10-4670,1,MORTGAGE,3,Medium,140000,2,28000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,7.62,A,1,16.78,28778.66,25403.53,0,872.52,Northern-Irl,778.66,1,5.0000000000000000,0.14
35073706,2014,01-11-2014,20-10-4670,10,MORTGAGE,3,Low,41000,1,2600, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,High,2,GOOD LOAN,0,18.54,E,5,38.11,1323.26,845.19,0,94.71,munster,-1276.74,1,15.7692307692307692,0.08
34391909,2014,01-11-2014,20-10-4670,9,MORTGAGE,3,Medium,115375,2,20000, 60 months,2,INDIVIDUAL,1,OTHER,4,High,2,GOOD LOAN,0,14.99,C,3,31.38,6643.14,3432.17,0,475.7,leinster,-13356.86,1,5.7687500000000000,0.08
1485385,2012,01-09-2012,21-07-4725,5,RENT,1,Low,62000,1,22250, 60 months,2,INDIVIDUAL,1,HOUSE,12,High,2,BAD LOAN,1,23.63,F,6,20.94,5018.44,1239.81,1215.94,635.32,ulster,-17231.56,0,2.7865168539325843,0.16
7387810,2013,01-10-2013,10-09-4807,2,RENT,1,Low,70000,1,11300, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,19.52,D,4,11.62,12660.28934,11300,0,417.19,ulster,1360.28934,1,6.1946902654867257,0.14
6115739,2013,01-07-2013,20-10-4670,10,MORTGAGE,3,Medium,175000,2,20000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,13.05,B,2,12.88,20230.05,16103.07,0,674.37,ulster,230.05,1,8.7500000000000000,0.14
1601724,2012,01-11-2012,14-06-4862,10,MORTGAGE,3,Low,42000,1,2400, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,13.11,B,2,21.37,2911.557878,2400,0,81,cannught,511.557878,1,17.5000000000000000,0.16
32589676,2014,01-11-2014,20-12-4971,10,RENT,1,Low,60000,1,3000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,High,2,GOOD LOAN,0,15.59,D,4,11.72,1358.11,926.7,0,104.87,cannught,-1641.89,1,20.0000000000000000,0.08
31247304,2014,01-10-2014,18-03-4917,10,MORTGAGE,3,Medium,191000,2,35000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,High,2,BAD LOAN,1,17.57,D,4,18.58,13864.53,8813.69,0,1257.8,munster,-21135.47,0,5.4571428571428571,0.08
35883682,2014,01-11-2014,20-12-4971,2,MORTGAGE,3,Low,23000,1,5725, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,17.14,D,4,22.91,2650.58,1739.9,0,204.52,leinster,-3074.42,1,4.0174672489082969,0.08
32469434,2014,01-10-2014,20-10-4670,3,RENT,1,Low,42000,1,3600, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,8.39,A,1,14.29,1586.76,1293.84,0,113.46,ulster,-2013.24,1,11.6666666666666667,0.08
3366929,2013,01-02-2013,29-10-4889,6,RENT,1,Low,45000,1,13000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,11.14,B,2,20.76,14715.64885,13000,0,426.47,leinster,1715.64885,1,3.4615384615384615,0.14
34513723,2014,01-11-2014,20-10-4670,3,RENT,1,Low,58000,1,16000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,12.99,C,3,29.03,7523.33,5498.07,0,539.03,cannught,-8476.67,1,3.6250000000000000,0.08
5385255,2013,01-06-2013,20-10-4670,5,RENT,1,Low,82000,1,6000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,10.16,B,2,13.59,6015.86,5054.1,0,194.06,ulster,15.86,1,13.6666666666666667,0.14
7079544,2013,01-09-2013,05-03-4698,7,RENT,1,Low,41000,1,9000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,BAD LOAN,1,15.22,C,3,18.29,1560.05,1016.49,0,312.96,Northern-Irl,-7439.95,0,4.5555555555555556,0.14
33212062,2014,01-11-2014,20-10-4670,1,OWN,2,Low,60000,1,26375, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,23.99,F,6,17.34,14449.67,8103.92,0,1034.63,cannught,-11925.33,1,2.2748815165876777,0.08
35703302,2014,01-11-2014,11-09-4807,10,RENT,1,Low,35000,1,8000, 36 months,1,INDIVIDUAL,1,OTHER,4,Low,1,GOOD LOAN,0,12.39,C,3,17.39,8535.65,8000,0,267.21,ulster,535.65,1,4.3750000000000000,0.08
2055248,2012,01-11-2012,26-01-4835,0.5,RENT,1,Low,86000,1,20000, 36 months,1,INDIVIDUAL,1,RENEWABLE_ENERGY,13,Low,1,GOOD LOAN,0,12.12,B,2,8.51,23094.38,20000,0,665.44,Northern-Irl,3094.38,1,4.3000000000000000,0.16
31367342,2014,01-10-2014,20-10-4670,1,RENT,1,Low,32000,1,3000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,13.35,C,3,31.88,1521.63,1106.88,0,101.59,ulster,-1478.37,1,10.6666666666666667,0.08
499373,2010,01-04-2010,06-12-4752,3,RENT,1,Low,49000,1,3000, 36 months,1,INDIVIDUAL,1,SMALL_BUSINESS,3,High,2,GOOD LOAN,0,14.96,D,4,4.9,3741.06,3000,0,103.94,leinster,741.06,1,16.3333333333333333,0.15
30135285,2014,01-10-2014,20-10-4670,2,RENT,1,Low,45000,1,5000, 36 months,1,INDIVIDUAL,1,OTHER,4,High,2,GOOD LOAN,0,13.98,C,3,21.25,2552.89,1833.78,0,170.84,cannught,-2447.11,1,9.0000000000000000,0.08
2075650,2012,01-11-2012,23-07-4725,0.5,RENT,1,Low,46800,1,13250, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,15.31,C,3,8.49,16416.13609,13250,0,461.33,ulster,3166.13609,1,3.5320754716981132,0.16
29033752,2014,01-10-2014,30-10-4889,1,MORTGAGE,3,Medium,105000,2,12000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,15.61,D,4,12.19,13614.56,12000,0,289.34,cannught,1614.56,1,8.7500000000000000,0.08
8125265,2013,01-10-2013,07-12-4752,1,RENT,1,Low,32000,1,11100, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,High,2,BAD LOAN,1,15.1,C,3,31.31,2311.98,1521.08,0,385.33,leinster,-8788.02,0,2.8828828828828829,0.14
33421351,2014,01-11-2014,20-10-4670,10,MORTGAGE,3,Low,80000,1,12000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,10.49,B,2,27.92,5475.92,4226.01,0,389.98,munster,-6524.08,1,6.6666666666666667,0.08
26809970,2014,01-09-2014,20-10-4670,10,MORTGAGE,3,Medium,165000,2,12500, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,9.17,B,2,11.19,4168.32,2796.82,0,260.52,munster,-8331.68,1,13.2000000000000000,0.08
1317515,2012,01-06-2012,23-04-4780,3,MORTGAGE,3,Low,100000,1,2000, 36 months,1,INDIVIDUAL,1,VACATION,11,High,2,BAD LOAN,1,14.65,C,3,22.44,841.94,518.32,84.85,68.99,ulster,-1158.06,0,50.0000000000000000,0.16
4305079,2013,01-04-2013,17-03-4917,6.05,MORTGAGE,3,Low,51420,1,20000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,11.14,B,2,5.13,22639.54052,20000,0,656.11,leinster,2639.54052,1,2.5710000000000000,0.14
33481505,2014,01-11-2014,20-10-4670,3,MORTGAGE,3,Low,49000,1,14000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,16.49,D,4,35.49,4804.71,2324.74,0,344.11,leinster,-9195.29,1,3.5000000000000000,0.08
1602189,2012,01-10-2012,25-01-4835,1,RENT,1,Low,36000,1,8475, 36 months,1,INDIVIDUAL,1,OTHER,4,High,2,BAD LOAN,1,17.27,C,3,18.07,3135.33,1726.24,410.22,303.3,ulster,-5339.67,0,4.2477876106194690,0.16
578646,2010,01-09-2010,04-03-4698,2,RENT,1,Low,63000,1,8000, 60 months,2,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,BAD LOAN,1,10.38,B,2,6.02,5073.71,3206.32,273.22,171.48,ulster,-2926.29,0,7.8750000000000000,0.15
6319849,2013,01-08-2013,07-12-4752,4,MORTGAGE,3,Low,43600,1,19425, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,BAD LOAN,1,15.22,C,3,16.31,7630.78,3588.93,2227.26,675.47,cannught,-11794.22,0,2.2445302445302445,0.14
1704909,2012,01-11-2012,02-08-4944,2,MORTGAGE,3,Low,75000,1,4600, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,BAD LOAN,1,12.12,B,2,27.52,3780.31,2742.12,262.96,153.05,leinster,-819.69,0,16.3043478260869565,0.16
6725994,2013,01-08-2013,20-10-4670,5,RENT,1,Low,36000,1,3000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,25.28,F,6,11.63,2667.59,1119.89,0,88.55,leinster,-332.41,1,12.0000000000000000,0.14
9056058,2013,01-12-2013,20-10-4670,10,MORTGAGE,3,Low,69000,1,16800, 60 months,2,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,10.99,B,2,23.17,9127.85,5905.68,0,365.19,cannught,-7672.15,1,4.1071428571428571,0.14
8599340,2013,01-11-2013,20-10-4670,10,RENT,1,Low,62000,1,6800, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,10.99,B,2,14.91,5785.62,4681.04,0,222.6,leinster,-1014.38,1,9.1176470588235294,0.14
5336206,2013,01-06-2013,02-08-4944,7,MORTGAGE,3,Low,30000,1,10000, 36 months,1,INDIVIDUAL,1,MEDICAL,9,High,2,BAD LOAN,1,16.29,C,3,25.68,6000.05,4122.37,0,353.01,ulster,-3999.95,0,3.0000000000000000,0.14
3485758,2013,01-03-2013,10-09-4807,7,MORTGAGE,3,Low,65000,1,10500, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,7.62,A,1,10.8,11321.55,10500,0,327.2,Northern-Irl,821.55,1,6.1904761904761905,0.14
2218401,2012,01-12-2012,24-04-4780,3,MORTGAGE,3,Low,50000,1,22000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,BAD LOAN,1,18.49,D,4,7.66,9597.18,4338.09,16.94,564.54,munster,-12402.82,0,2.2727272727272727,0.16
788544,2011,01-07-2011,17-12-4971,3,RENT,1,Low,80000,1,8000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,18.39,E,5,6.22,9696.96,8000,0,290.79,Northern-Irl,1696.96,1,10.0000000000000000,0.15
646399,2011,01-01-2011,28-10-4889,6.05,RENT,1,Low,26000,1,8500, 36 months,1,INDIVIDUAL,1,SMALL_BUSINESS,3,Low,1,GOOD LOAN,0,6.17,A,1,5.82,9319.3,8500,0,259.25,Northern-Irl,819.3,1,3.0588235294117647,0.15
1041316,2011,01-11-2011,19-12-4971,2,RENT,1,Low,45500,1,5000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,11.71,B,2,11.42,5950.99608,5000,0,165.38,Northern-Irl,950.99608,1,9.1000000000000000,0.15
1593137,2012,01-10-2012,21-07-4725,10,MORTGAGE,3,Low,67000,1,21000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,12.12,B,2,16.84,22011.1,21000,0,698.71,cannught,1011.1,1,3.1904761904761905,0.16
1320402,2012,01-06-2012,06-12-4752,10,MORTGAGE,3,Low,90000,1,18000, 36 months,1,INDIVIDUAL,1,SMALL_BUSINESS,3,Low,1,BAD LOAN,1,12.12,B,2,18.45,9271.17,4362.24,3286.97,598.89,ulster,-8728.83,0,5.0000000000000000,0.16
5980388,2013,01-07-2013,20-10-4670,4,OWN,2,Low,42410,1,18700, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,6.03,A,1,11.43,17072.61,15342.97,0,569.15,ulster,-1627.39,1,2.2679144385026738,0.14
37187745,2014,01-12-2014,20-10-4670,6.05,MORTGAGE,3,Low,30000,1,7200, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,11.99,B,2,19.52,3098.84,2308.39,0,239.11,cannught,-4101.16,1,4.1666666666666667,0.08
610730,2010,01-11-2010,03-03-4698,2,MORTGAGE,3,Medium,112976,2,20000, 36 months,1,INDIVIDUAL,1,SMALL_BUSINESS,3,Low,1,GOOD LOAN,0,6.91,A,1,5.99,13304.9,12425.01,0,383.14,leinster,-6695.1,1,5.6488000000000000,0.15
30616064,2014,01-10-2014,20-12-4971,2,MORTGAGE,3,Low,50700,1,17000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,BAD LOAN,1,14.49,C,3,30.44,7678.35,5311.51,0,585.08,ulster,-9321.65,0,2.9823529411764706,0.08
34963320,2014,01-11-2014,20-10-4670,3,RENT,1,Low,51281,1,12000, 60 months,2,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,11.44,B,2,18.04,3682.07,2222.56,0,263.55,Northern-Irl,-8317.93,1,4.2734166666666667,0.08
1017041,2011,01-11-2011,16-03-4917,1,MORTGAGE,3,Low,93000,1,12000, 36 months,1,INDIVIDUAL,1,HOME_IMPROVEMENT,7,Low,1,GOOD LOAN,0,6.62,A,1,6.88,12967.13,12000,0,368.45,munster,967.13,1,7.7500000000000000,0.15
4787836,2013,01-05-2013,26-01-4835,6.05,RENT,1,Low,76728,1,20000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,13.11,B,2,10.42,22812.05,20000,0,456.19,ulster,2812.05,1,3.8364000000000000,0.14
32068680,2014,01-11-2014,19-10-4670,3,OWN,2,Low,30000,1,5000, 36 months,1,INDIVIDUAL,1,CAR,2,High,2,BAD LOAN,1,13.98,C,3,32.03,1194.67,225.18,856.87,170.84,ulster,-3805.33,0,6.0000000000000000,0.08
1240196,2012,01-05-2012,31-07-4944,5,RENT,1,Low,36000,1,5000, 60 months,2,INDIVIDUAL,1,OTHER,4,Low,1,BAD LOAN,1,12.12,B,2,18.13,665.58,373.53,0,111.53,leinster,-4334.42,0,7.2000000000000000,0.16
23433396,2014,01-09-2014,20-10-4670,10,RENT,1,Low,80000,1,16000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,10.15,B,2,19.43,8278.56,6516.77,0,517.41,cannught,-7721.44,1,5.0000000000000000,0.08
5979782,2013,01-07-2013,20-10-4670,2,RENT,1,Low,30000,1,7200, 36 months,1,INDIVIDUAL,1,OTHER,4,High,2,GOOD LOAN,0,22.2,E,5,27.36,8267.68,5645.73,0,275.72,leinster,1067.68,1,4.1666666666666667,0.14
9404832,2013,01-12-2013,20-10-4670,9,MORTGAGE,3,Low,70000,1,20000, 36 months,1,INDIVIDUAL,1,HOME_IMPROVEMENT,7,Low,1,GOOD LOAN,0,7.62,A,1,18.62,15574.39,13393.66,0,623.23,munster,-4425.61,1,3.5000000000000000,0.14
6644960,2013,01-08-2013,23-07-4725,0.5,RENT,1,Low,46000,1,2400, 36 months,1,INDIVIDUAL,1,OTHER,4,High,2,GOOD LOAN,0,19.52,D,4,0.68,3002.0996,2400,0,88.61,Northern-Irl,602.0996,1,19.1666666666666667,0.14
28392559,2014,01-10-2014,20-10-4670,10,MORTGAGE,3,Low,70000,1,11000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,6.03,A,1,18.11,5022,4343.62,0,334.8,munster,-5978,1,6.3636363636363636,0.08
26279666,2014,01-09-2014,20-10-4670,10,MORTGAGE,3,Low,50000,1,22000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,14.99,C,3,19.9,8372.32,4370.3,0,523.27,cannught,-13627.68,1,2.2727272727272727,0.08
3291726,2013,01-02-2013,20-12-4971,8,RENT,1,Low,60000,1,19200, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,23.63,F,6,25.66,18632.38,8125.09,0,548.23,cannught,-567.62,1,3.1250000000000000,0.14
27571441,2014,01-10-2014,11-09-4807,10,MORTGAGE,3,Low,70000,1,15000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,24.08,F,6,13.24,17600.36,15000,0,432.22,cannught,2600.36,1,4.6666666666666667,0.08
1955496,2012,01-12-2012,28-10-4889,0.5,RENT,1,Low,50000,1,8200, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,16.29,C,3,33.66,9111.8,8200,0,289.47,Northern-Irl,911.8,1,6.0975609756097561,0.16
535510,2010,01-06-2010,25-01-4835,6.05,OWN,2,Low,22000,1,2400, 36 months,1,INDIVIDUAL,1,OTHER,4,Low,1,GOOD LOAN,0,10.75,B,2,7.09,2817.77,2400,0,78.29,ulster,417.77,1,9.1666666666666667,0.15
708733,2011,01-03-2011,01-08-4944,3,MORTGAGE,3,Low,73000,1,12000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,16.77,E,5,17.42,16212.28,12000,0,296.75,cannught,4212.28,1,6.0833333333333333,0.15
32508911,2014,01-10-2014,27-01-4835,3,RENT,1,Low,42000,1,10000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,14.99,C,3,31.34,11056.04,10000,0,346.61,ulster,1056.04,1,4.2000000000000000,0.08
1827065,2012,01-11-2012,03-08-4944,4,MORTGAGE,3,Low,85000,1,5600, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,7.9,A,1,15.7,6308.094719,5600,0,175.23,leinster,708.094719,1,15.1785714285714286,0.16
8570057,2013,01-11-2013,20-10-4670,10,MORTGAGE,3,High,250000,3,22500, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,11.99,B,2,21.77,13004.17,8132.4,0,500.39,munster,-9495.83,1,11.1111111111111111,0.14
3359924,2013,01-02-2013,18-03-4917,5,MORTGAGE,3,Low,100000,1,28200, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,14.09,B,2,19.26,34661.58995,28200,0,965.05,cannught,6461.58995,1,3.5460992907801418,0.14
4435356,2013,01-04-2013,18-10-4670,10,RENT,1,Low,34000,1,8400, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,High,2,GOOD LOAN,0,14.33,C,3,22.03,9218.57,8400,0,288.45,munster,818.57,1,4.0476190476190476,0.14
36520578,2014,01-12-2014,23-07-4725,2,RENT,1,Medium,120000,2,20000, 36 months,1,INDIVIDUAL,1,MAJOR_PURCHASE,8,Low,1,BAD LOAN,1,6.99,A,1,11.06,1836.85,1511.65,0,617.46,leinster,-18163.15,0,6.0000000000000000,0.08
5761412,2013,01-07-2013,20-10-4670,5,RENT,1,Low,36000,1,8500, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,15.8,C,3,15.27,8935.31,6788.7,0,298,ulster,435.31,1,4.2352941176470588,0.14
9198205,2013,01-12-2013,11-09-4807,10,OWN,2,Low,46000,1,12000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,9.67,B,2,21.91,13394.50307,12000,0,385.35,leinster,1394.50307,1,3.8333333333333333,0.14
5755318,2013,01-07-2013,20-10-4670,0.5,MORTGAGE,3,Medium,126000,2,35000, 36 months,1,INDIVIDUAL,1,HOUSE,12,High,2,GOOD LOAN,0,15.22,C,3,0.67,36512.1,28011.48,0,1217.07,ulster,1512.1,1,3.6000000000000000,0.14
1391467,2012,01-07-2012,16-03-4917,1,MORTGAGE,3,Low,51500,1,10000, 36 months,1,INDIVIDUAL,1,OTHER,4,High,2,BAD LOAN,1,18.49,D,4,31.64,5896.16,3074.43,982.95,363.99,leinster,-4103.84,0,5.1500000000000000,0.16
9238745,2013,01-12-2013,20-10-4670,10,MORTGAGE,3,Low,75000,1,33425, 60 months,2,INDIVIDUAL,1,CREDIT_CARD,1,High,2,GOOD LOAN,0,17.76,D,4,32.32,21110.44,10487.5,0,844.42,ulster,-12314.56,1,2.2438294689603590,0.14
6296816,2013,01-07-2013,16-03-4917,10,RENT,1,Low,42000,1,5000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,BAD LOAN,1,15.88,C,3,26.71,525.48,331.7,0,175.49,Northern-Irl,-4474.52,0,8.4000000000000000,0.14
3372309,2013,01-03-2013,20-12-4971,2,RENT,1,Low,85000,1,35000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,BAD LOAN,1,14.33,C,3,25.72,39650.71,31472.22,0,1201.84,Northern-Irl,4650.71,0,2.4285714285714286,0.14
9676060,2013,01-12-2013,20-10-4670,3,MORTGAGE,3,Low,98000,1,35000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,15.61,C,3,20.08,20253.02,10864.23,0,843.9,munster,-14746.98,1,2.8000000000000000,0.14
1040142,2011,01-11-2011,25-01-4835,4,MORTGAGE,3,Low,75000,1,12000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,9.91,B,2,3.38,13455.32,12000,0,386.7,ulster,1455.32,1,6.2500000000000000,0.15
7058430,2013,01-09-2013,26-01-4835,10,RENT,1,Low,64000,1,17600, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,10.64,B,2,14.5,18984.6074,17600,0,573.21,ulster,1384.6074,1,3.6363636363636364,0.14
3373103,2013,01-03-2013,20-12-4971,10,MORTGAGE,3,Medium,141000,2,28000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,7.9,A,1,9.23,31510.88999,28000,0,876.13,Northern-Irl,3510.88999,1,5.0357142857142857,0.14
36320526,2014,01-12-2014,20-10-4670,10,MORTGAGE,3,Low,65000,1,25000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,6.99,A,1,17.89,10023.95,8431.21,0,771.82,cannught,-14976.05,1,2.6000000000000000,0.08
385517,2009,01-03-2009,21-01-4835,10,RENT,1,Low,69000,1,15000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,BAD LOAN,1,17.9,F,6,17.17,2255.52,967.21,631.86,541.5,Northern-Irl,-12744.48,0,4.6000000000000000,0.14
37207850,2014,01-12-2014,20-10-4670,2,RENT,1,Low,60000,1,12000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,8.67,B,2,26.85,4931.1,3979.39,0,379.76,leinster,-7068.9,1,5.0000000000000000,0.08
33050008,2014,01-10-2014,27-01-4835,10,RENT,1,Low,34500,1,5000, 36 months,1,INDIVIDUAL,1,HOME_IMPROVEMENT,7,Low,1,BAD LOAN,1,12.99,C,3,14.68,1343.99,950.01,0,168.45,Northern-Irl,-3656.01,0,6.9000000000000000,0.08
1316597,2012,01-06-2012,22-07-4725,10,MORTGAGE,3,Low,92001,1,15075, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,6.03,A,1,10.26,16248.12325,15075,0,458.82,leinster,1173.12325,1,6.1028855721393035,0.16
34423259,2014,01-11-2014,20-10-4670,4,MORTGAGE,3,High,470000,3,24000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,12.39,C,3,8.36,11181.52,8296.1,0,801.63,Northern-Irl,-12818.48,1,19.5833333333333333,0.08
351462,2008,01-07-2008,23-01-4835,1,RENT,1,Low,50000,1,7500, 36 months,1,INDIVIDUAL,1,WEDDING,5,Low,1,GOOD LOAN,0,8.32,A,1,2.42,8500.66,7499.99,0,236.14,Northern-Irl,1000.66,1,6.6666666666666667,0.19
